"Capítol","Text_Capítol","Article","Text_Article","Concepte","Text_Concepte","Subconcepte","Text_Subconcepte","Orgànic","Text_Orgànic","Àrees","Text_Àrees","Política","Text_política","Grup_de_programes","Text_Grup_de_programes","Programes","Text_Programes","Subprogrames","Text_Subprogrames","PREV.INICIAL","MODIF.PREVISIÓ","PREV.DEFINITIVA","DRETS_RECONEGUTS","DRETS_ANUL./CANC.","DRETS_LIQUIDATS","RECAPTAT_LIQUIDAT"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38903","Pagaments indeguts d'exercicis anteriors","0701","GERÈNCIA DE PRESSUPOSTOS I HISENDA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","2506.8","0,00","2506.8","2506.8"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38903","Pagaments indeguts d'exercicis anteriors","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1297.02","0,00","1297.02","2221.85","0,00","2221.85","1983.2"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38903","Pagaments indeguts d'exercicis anteriors","0705","GERÈNCIA DE RECURSOS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","158010.87","0,00","158010.87","148561.92","0,00","148561.92","143275.67"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38903","Pagaments indeguts d'exercicis anteriors","0800","GERÈNCIA CULTURA.EDUCACIÓ.CIÈNCIA I COMU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","8331.76","0,00","8331.76","48877.14","0,00","48877.14","48877.14"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38904","Devolucions d'IVA pressupostari","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38905","Devolucions d'ingressos","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0200","GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","34206.69","0,00","34206.69","28171.99"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","39.900,00","0,00","39.900,00","29335.7","0,00","29335.7","29097.63"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38906","Reintegraments per subministres","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38908","Reintegrament despeses","0700","GERÈNCIA ECONOMIA.RECURSOS I PROM.ECONOM","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38908","Reintegrament despeses","0705","GERÈNCIA DE RECURSOS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","990,00","0,00","990,00","400,00","0,00","400,00","400,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38909","Reintegraments ADOJ Exercicis anteriors","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0200","GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","3.400,00","800,00","2.600,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1840.2","0,00","1840.2","40251.15","0,00","40251.15","36471.15"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","3059.8","0,00","3059.8","6479.34","0,00","6479.34","6479.34"
"3","TAXES I ALTRES INGRESSOS","38","REINTEGRAMENTS","389","ALTRES REINTEGRAMENTS D'OPERACIONS CORRE","38910","Reintegraments subvencions SIR","0705","GERÈNCIA DE RECURSOS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","10,00","0,00","10,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39120","Infraccions trànsit - Ajuntament","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","62.736.000,00","0,00","62.736.000,00","55789585.6","2625127.03","53164458.57","25537749.16"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2490883.65","0,00","2490883.65","11873556.97","910711.2","10962845.77","486954.38"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0502","GERÈNCIA MEDI AMBIENT I SERVEIS URBANS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","20436.69","0,00","20436.69","625309.21","248446.59","376862.62","19457.42"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","653.254,00","0,00","653.254,00","2390860.91","187148.71","2203712.2","276733.3"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","374839.98","0,00","374839.98","593350.13","17626.48","575723.65","173761.36"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","182228.77","0,00","182228.77","283539.51","38118.39","245421.12","25021.12"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","61338.23","0,00","61338.23","71198.72","1.960,00","69238.72","23558.72"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","107923.7","0,00","107923.7","164020.67","21348.75","142671.92","41586.07"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","146338.67","0,00","146338.67","180524.96","12049.39","168475.57","44875.57"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","128781.1","0,00","128781.1","231534.39","2689.86","228844.53","55304.53"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","176538.68","0,00","176538.68","304826.34","3412.13","301414.21","52397.6"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","143702.03","0,00","143702.03","205995.3","2706.17","203289.13","36766.33"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","333902.51","0,00","333902.51","264487.31","9581.72","254905.59","62605.59"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","193884.72","0,00","193884.72","48477.13","1297.22","47179.91","47179.91"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39130","Infraccions ordenances","0705","GERÈNCIA DE RECURSOS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2016557.27","0,00","2016557.27","2.419.309,00","548939.22","1870369.78","243771.14"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39140","Infraccions d'ordenances inspecció (sanc","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","0,00","0,00","0,00","1.600,00","1.600,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39140","Infraccions d'ordenances inspecció (sanc","0703","GERÈNCIA PRESSUP I HISENDA-SERV.CENTRALS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1949875.67","0,00","1949875.67","854339.41","93627.07","760712.34","745804.86"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39140","Infraccions d'ordenances inspecció (sanc","0705","GERÈNCIA DE RECURSOS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","1733961.83","0,00","1733961.83","2204576.69","336287.53","1868289.16","363751.59"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39150","Sancions per incompliment normativa COVID","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","0,00","0,00","0,00","12177920.48","166363.22","12011557.26","2709100.93"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39151","Sancions per COVID (Activitats)","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","0,00","0,00","0,00","130746.01","35039.01","95.707,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0200","GER.DRETS SOCIALS.JUSTICIA GLOBAL. FEMIN","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0400","GERÈNCIA D'ÀREA DE SEGURETAT I PREVENCIÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0500","GERÈNCIA D'ÀREA D'ECOLOGIA URBANA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0502","GERÈNCIA MEDI AMBIENT I SERVEIS URBANS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0504","GERÈNCIA DE MOBILITAT I INFRAESTRUCTURES","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0601","CIUTAT VELLA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0602","EIXAMPLE","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0603","SANTS-MONTJUÏC","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0604","LES CORTS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","6.564,00","0,00","6.564,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0605","SARRIÀ-SANT GERVASI","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0606","GRÀCIA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0607","HORTA-GUINARDÓ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0608","NOU BARRIS","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0609","SANT ANDREU","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0610","SANT MARTÍ","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0700","GERÈNCIA ECONOMIA.RECURSOS I PROM.ECONOM","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
"3","TAXES I ALTRES INGRESSOS","39","ALTRES INGRESSOS","391","MULTES","39191","Sancions de contractes","0701","GERÈNCIA DE PRESSUPOSTOS I HISENDA","9","Actuacions de caràcter general","93","Administració financera i tributària","932","Gestió del sistema tributari","9321","Administració tributària i d'ingressos municipals","93219","Serveis d’ingressos","2.500,00","0,00","2.500,00","0,00","0,00","0,00","0,00"
